Locus Tag	Entry	Protein names	Gene Names
GKGINBJK_00022	Q4UNB3	Antitoxin VapB2	vapB2 RF_0094
GKGINBJK_00022	Q4UNB3	Antitoxin VapB2	vapB2 RF_0094
GKGINBJK_00022	Q57120	Antitoxin VapB2	vapB2 HI_0948
GKGINBJK_00022	Q57120	Antitoxin VapB2	vapB2 HI_0948
GKGINBJK_00022	Q4QLV9	Antitoxin VapB2 (NTHi VapB2)	vapB2 NTHI1121
GKGINBJK_00022	Q4QLV9	Antitoxin VapB2 (NTHi VapB2)	vapB2 NTHI1121
GKGINBJK_00022	Q57534	Antitoxin VapB1	vapB1 HI_0321
GKGINBJK_00022	Q57534	Antitoxin VapB1	vapB1 HI_0321
GKGINBJK_00022	Q4QNL8	Antitoxin VapB1 (NTHi VapB1)	vapB1 NTHI0439
GKGINBJK_00022	Q4QNL8	Antitoxin VapB1 (NTHi VapB1)	vapB1 NTHI0439
GKGINBJK_00022	E4QWH3	Antitoxin VapB1	vapB1 R2866_0252
GKGINBJK_00022	E4QWH3	Antitoxin VapB1	vapB1 R2866_0252
GKGINBJK_00027	P62552	Antitoxin CcdA (LynA) (Protein H) (Protein LetA)	ccdA H letA ECOK12F042
GKGINBJK_00027	P62553	Antitoxin CcdA (LynA) (Protein H) (Protein LetA)	ccdA H letA L7062 ECO57PM27
GKGINBJK_00027	Q46995	Antitoxin CcdA (Protein LetA)	ccdA letA
GKGINBJK_00028	P62554	Toxin CcdB (Cytotoxic protein CcdB) (LynB) (Protein G) (Protein LetD)	ccdB G letB letD ECOK12F043
GKGINBJK_00028	P62555	Toxin CcdB (Cytotoxic protein CcdB) (LynB) (Protein G) (Protein LetD)	ccdB G letB letD L7063 ECO57PM28
GKGINBJK_00028	Q52043	Toxin CcdB (Cytotoxic protein CcdB) (Protein LetD)	ccdB letB
GKGINBJK_00028	Q52042	Toxin CcdB (Cytotoxic protein CcdB) (Protein LetD)	ccdB letB
GKGINBJK_00028	Q46996	Toxin CcdB (Cytotoxic protein CcdB) (Protein LetD)	ccdB letB
GKGINBJK_00029	P06615	Resolvase (Protein D)	resD D ECOK12F044
GKGINBJK_00029	P06615	Resolvase (Protein D)	resD D ECOK12F044
GKGINBJK_00029	P18021	Resolvase (Protein D)	resD D
GKGINBJK_00029	P18021	Resolvase (Protein D)	resD D
GKGINBJK_00029	P56979	Probable site-specific recombinase	intM int ECOK12F032
GKGINBJK_00029	P56979	Probable site-specific recombinase	intM int ECOK12F032
GKGINBJK_00029	Q47036	Probable site-specific recombinase in afa region	int
GKGINBJK_00029	Q47036	Probable site-specific recombinase in afa region	int
GKGINBJK_00029	P03850	Uncharacterized 10.0 kDa protein	
GKGINBJK_00029	Q7ZAN4	Tyrosine recombinase XerD	xerD CE1553
GKGINBJK_00029	Q8NQL5	Tyrosine recombinase XerD	xerD Cgl1419 cg1608
GKGINBJK_00029	Q49890	Tyrosine recombinase XerD	xerD ML1365 MLC1351.07c u0247d
GKGINBJK_00029	B7IFN3	Tyrosine recombinase THA_404	THA_404
GKGINBJK_00029	B7IFN3	Tyrosine recombinase THA_404	THA_404
GKGINBJK_00029	Q7ZAP1	Tyrosine recombinase XerD	xerD BL1368
GKGINBJK_00030	P03856	Replication initiation protein (Protein E) (Protein rep) (Protein F4)	repE E rep ECOK12F045
GKGINBJK_00030	P03856	Replication initiation protein (Protein E) (Protein rep) (Protein F4)	repE E rep ECOK12F045
GKGINBJK_00030	P62539	Replication initiation protein (Protein E) (Protein rep)	repE rep HCM1.137
GKGINBJK_00030	P62539	Replication initiation protein (Protein E) (Protein rep)	repE rep HCM1.137
GKGINBJK_00030	P62538	Replication initiation protein (Protein E) (Protein rep)	repE E rep
GKGINBJK_00030	P62538	Replication initiation protein (Protein E) (Protein rep)	repE E rep
GKGINBJK_00030	P18351	Uncharacterized 27.6 kDa protein (ORF 239)	
GKGINBJK_00030	P18351	Uncharacterized 27.6 kDa protein (ORF 239)	
GKGINBJK_00030	P17492	Replication protein	
GKGINBJK_00030	P17492	Replication protein	
GKGINBJK_00030	P22308	Replication initiation protein	repA
GKGINBJK_00030	P22308	Replication initiation protein	repA
GKGINBJK_00031	P62556	Protein SopA (Plasmid partition protein A)	sopA A ECOK12F046
GKGINBJK_00031	P62557	Protein SopA (Plasmid partition protein A)	sopA A L7068 ECO57PM33
GKGINBJK_00031	P55393	Putative replication protein A	NGR_a00010 y4cK
GKGINBJK_00031	P05682	Putative replication protein A	repA
GKGINBJK_00031	P37522	Sporulation initiation inhibitor protein Soj (EC 3.6.-.-)	soj orf253 BSU40970
GKGINBJK_00031	B8GW31	Chromosome partitioning protein ParA	parA CCNA_03869
GKGINBJK_00031	P0CAV7	Chromosome partitioning protein ParA	parA CC_3753
GKGINBJK_00031	Q9K5N0	Sporulation initiation inhibitor protein Soj (EC 3.6.-.-)	soj BH4058
GKGINBJK_00031	Q1DEM0	Cell division protein PomZ (Adventurous gliding motility protein E) (Positioning at midcell of FtsZ)	pomZ agmE MXAN_0635
GKGINBJK_00031	Q60283	Uncharacterized protein MJECL24	MJECL24
GKGINBJK_00032	P62558	Protein SopB (Plasmid partition protein B)	sopB B ECOK12F047
GKGINBJK_00032	P62559	Protein SopB (Plasmid partition protein B)	sopB B L7069 ECO57PM34
GKGINBJK_00032	P0A248	Virulence regulon transcriptional activator VirB (Cell invasion regulator InvE)	virB invE
GKGINBJK_00032	P0A247	Virulence regulon transcriptional activator VirB (Cell invasion regulator InvE)	virB invE CP0123
GKGINBJK_00032	P07621	Plasmid Partition par B protein	parB
GKGINBJK_00032	P05683	Putative replication protein B	repB
GKGINBJK_00033	Q9S4X5	Uncharacterized protein YubA	yubA yfcB ECOK12F049
GKGINBJK_00033	Q9S4X4	Uncharacterized protein YubB	yubB yfdA ECOK12F050
GKGINBJK_00034	Q9S4X2	Putative methylase YubD (EC 2.1.1.-) (Type II methyltransferase M.EcoCR63FORFAP) (M.EcoCR63FORFAP)	yubD yfeA ECOK12F052
GKGINBJK_00034	A5VP58	DNA methyltransferase CcrM (M.CcrM) (EC 2.1.1.72) (Adenine-specific methyltransferase BabI) (Probable type II methyltransferase M.BovORF495P) (M.BovORF495P)	ccrM babI BOV_0495
GKGINBJK_00034	B2S9Y5	DNA methyltransferase CcrM (M.CcrM) (EC 2.1.1.72) (Adenine-specific methyltransferase BabI) (Probable type II methyltransferase M.BabS19ORF4800P) (M.BabS19ORF4800P)	ccrM BAbS19_I04800
GKGINBJK_00034	Q8G242	DNA methyltransferase CcrM (M.CcrM) (EC 2.1.1.72) (Adenine-specific methyltransferase BabI) (Probable type II methyltransferase M.Bsu1330ORF492P/M.Bsu1330ORF491P) (M.Bsu1330ORF492P/M.Bsu1330ORF491P)	ccrM babI BR0491 BS1330_I0492
GKGINBJK_00034	B0CKH7	DNA methyltransferase CcrM (M.CcrM) (EC 2.1.1.72) (Adenine-specific methyltransferase BabI) (Type II methyltransferase M.Bsu23445ORF519P) (M.Bsu23445ORF519P)	ccrM BSUIS_A0519
GKGINBJK_00034	A9M916	DNA methyltransferase CcrM (M.CcrM) (EC 2.1.1.72) (Adenine-specific methyltransferase BabI) (Type II methyltransferase M.Bca23365ORF500P) (M.Bca23365ORF500P)	ccrM BCAN_A0500
GKGINBJK_00034	P0C116	DNA methyltransferase CcrM (M.CcrM) (EC 2.1.1.72) (Adenine-specific methyltransferase BabI) (Probable orphan methyltransferase M.BabAORF513P) (M.BabAORF513P)	ccrM babI babIM BruAb1_0513
GKGINBJK_00034	Q2YMK2	DNA methyltransferase CcrM (M.CcrM) (EC 2.1.1.72) (Adenine-specific methyltransferase BabI) (Orphan methyltransferase M.BabI) (M.BabI)	ccrM babI babIM BAB1_0516
GKGINBJK_00034	A6WWI2	DNA methyltransferase CcrM (M.CcrM) (EC 2.1.1.72) (Adenine-specific methyltransferase BabI) (Type II methyltransferase M.OanORF605P) (M.OanORF605P)	ccrM Oant_0605
GKGINBJK_00034	Q58893	Type II methyltransferase M.MjaV (M.MjaV) (EC 2.1.1.113) (N-4 cytosine-specific methyltransferase MjaV)	mjaVM MJ1498
GKGINBJK_00035	P33790	Protein TraG [Cleaved into: Protein TraG*]	traG ECOK12F099
GKGINBJK_00035	P09130	Coupling protein TraD (DNA transport protein TraD)	traD ECOK12F102
GKGINBJK_00035	P22708	Coupling protein TraD (DNA transport protein TraD)	traD
GKGINBJK_00035	P41067	Protein TraB	traB ECOK12F078
GKGINBJK_00036	O82922	Fertility inhibition protein (Conjugal transfer repressor)	finO L7001 ECO57PM64
GKGINBJK_00036	P22707	Fertility inhibition protein (Conjugal transfer repressor)	finO
GKGINBJK_00036	P29367	Fertility inhibition protein (Conjugal transfer repressor)	finO
GKGINBJK_00036	P08315	Fertility inhibition protein (Conjugal transfer repressor)	finO
GKGINBJK_00036	Q05781	Fertility inhibition protein (Conjugal transfer repressor)	finO
GKGINBJK_00036	A8H3W9	RNA chaperone ProQ	proQ Spea_1934
GKGINBJK_00036	B0TIY9	RNA chaperone ProQ	proQ Shal_2365
GKGINBJK_00036	Q6ZVD8	PH domain leucine-rich repeat-containing protein phosphatase 2 (EC 3.1.3.16) (PH domain leucine-rich repeat-containing protein phosphatase-like) (PHLPP-like)	PHLPP2 KIAA0931 PHLPPL
GKGINBJK_00037	P13974	Uncharacterized 24.3 kDa protein (URF 1)	
GKGINBJK_00037	A0A0H2XEK8	Membrane-embedded CAAX protease MroQ (EC 3.4.-.-)	MroQ
GKGINBJK_00038	P13975	Antitoxin PemI	pemI
GKGINBJK_00038	P0AE72	Antitoxin MazE	mazE chpAI chpR b2783 JW2754
GKGINBJK_00038	P0AE73	Antitoxin MazE	mazE chpAI chpR Z4098 ECs3643
GKGINBJK_00038	P08365	Antitoxin ChpS	chpS chpBI yjfB b4224 JW5750
GKGINBJK_00038	P13976	Endoribonuclease PemK (EC 3.1.-.-) (Kid toxin protein) (mRNA interferase PemK)	pemK
GKGINBJK_00038	P13976	Endoribonuclease PemK (EC 3.1.-.-) (Kid toxin protein) (mRNA interferase PemK)	pemK
GKGINBJK_00039	P13976	Endoribonuclease PemK (EC 3.1.-.-) (Kid toxin protein) (mRNA interferase PemK)	pemK
GKGINBJK_00039	P13976	Endoribonuclease PemK (EC 3.1.-.-) (Kid toxin protein) (mRNA interferase PemK)	pemK
GKGINBJK_00039	P33647	Endoribonuclease toxin ChpB (EC 3.1.-.-) (Toxin ChpB) (mRNA interferase ChpB)	chpB chpBK yjfE b4225 JW4184
GKGINBJK_00039	Q9F7V5	Endoribonuclease MazF (EC 3.1.-.-) (Toxin MazF) (mRNA interferase MazF)	mazF
GKGINBJK_00039	P0AE70	Endoribonuclease toxin MazF (EC 3.1.27.-) (Toxin MazF) (mRNA interferase MazF)	mazF chpA chpAK b2782 JW2753
GKGINBJK_00039	P0AE71	Endoribonuclease MazF (EC 3.1.27.-) (Toxin MazF) (mRNA interferase MazF)	mazF chpA Z4097 ECs3642
GKGINBJK_00039	Q49Z22	Endoribonuclease MazF (EC 3.1.-.-) (Toxin MazF) (mRNA interferase MazF)	mazF SSP0809
GKGINBJK_00039	Q8CRQ1	Endoribonuclease MazF (EC 3.1.-.-) (Toxin MazF) (mRNA interferase MazF)	mazF SE_1672
GKGINBJK_00039	Q5HME7	Endoribonuclease MazF (EC 3.1.-.-) (Toxin MazF) (mRNA interferase MazF)	mazF SERP1681
GKGINBJK_00039	Q7A0D7	Endoribonuclease MazF (EC 3.1.-.-) (Toxin MazF) (mRNA interferase MazF)	mazF MW1992
GKGINBJK_00039	Q6G7P1	Endoribonuclease MazF (EC 3.1.-.-) (Toxin MazF) (mRNA interferase MazF)	mazF SAS1973
GKGINBJK_00040	P18642	Protein ImpB	impB
GKGINBJK_00040	P23832	Protein SamB	samB
GKGINBJK_00040	P22494	Protein UmuC	umuC STM1997
GKGINBJK_00040	P04152	Protein UmuC (DNA polymerase V) (Pol V)	umuC b1184 JW1173
GKGINBJK_00040	P07375	Protein MucB	mucB
GKGINBJK_00040	P14303	Protein MucB	mucB
GKGINBJK_00041	P15025	Transposase for insertion sequence element IS21	istA
GKGINBJK_00041	P16944	Transposase for insertion sequence element IS640	istA
GKGINBJK_00041	Q45618	Putative transposase for insertion sequence element IS5376	
GKGINBJK_00043	P0A253	RepFIB replication protein A	repA repI
GKGINBJK_00043	P0A254	RepFIB replication protein A	repA repI
GKGINBJK_00043	Q51651	RepFIB replication protein A	repA
GKGINBJK_00043	Q57154	RepFIB replication protein A	repB repA ECOK12F033
GKGINBJK_00043	Q52219	RepFIB replication protein A	repA
GKGINBJK_00043	Q52347	RepFIB replication protein A	repA
GKGINBJK_00043	Q934T6	Replication protein RepA	repA HCM2.0131
GKGINBJK_00043	P24042	Replication protein RepA	repA
GKGINBJK_00043	P05833	Protein RepA	repA
GKGINBJK_00045	P56979	Probable site-specific recombinase	intM int ECOK12F032
GKGINBJK_00045	P56979	Probable site-specific recombinase	intM int ECOK12F032
GKGINBJK_00045	Q47036	Probable site-specific recombinase in afa region	int
GKGINBJK_00045	Q47036	Probable site-specific recombinase in afa region	int
GKGINBJK_00045	P18021	Resolvase (Protein D)	resD D
GKGINBJK_00045	P18021	Resolvase (Protein D)	resD D
GKGINBJK_00045	P06615	Resolvase (Protein D)	resD D ECOK12F044
GKGINBJK_00045	P06615	Resolvase (Protein D)	resD D ECOK12F044
GKGINBJK_00045	P55632	Putative integrase/recombinase y4qK	NGR_a01870 y4qK
GKGINBJK_00045	P55429	Putative integrase/recombinase y4eF	NGR_a03870 y4eF
GKGINBJK_00045	Q7ZAM7	Tyrosine recombinase XerD	xerD LA_2483
GKGINBJK_00045	Q72SA5	Tyrosine recombinase XerD	xerD LIC_11479
GKGINBJK_00045	Q8TZV9	Tyrosine recombinase XerA	xerA PF1868
GKGINBJK_00045	B7IFN3	Tyrosine recombinase THA_404	THA_404
GKGINBJK_00045	B7IFN3	Tyrosine recombinase THA_404	THA_404
GKGINBJK_00047	Q9PBR9	Antitoxin ParD	parD XF_2071
GKGINBJK_00047	P58093	Antitoxin ParD	parD VC_A0360.1
GKGINBJK_00047	P0C2N3	Antitoxin ParD	parD
GKGINBJK_00047	A1JUB1	Antitoxin ParD	parD YEP0058
GKGINBJK_00047	P58091	Antitoxin ParD1	parD1 CC_0874
GKGINBJK_00047	Q9ZGW3	Antitoxin ParD	parD YPCD1.09c y5065 y0074 YP_pCD78
GKGINBJK_00047	P58092	Antitoxin ParD	parD Z0509 ECs0461
GKGINBJK_00047	P67299	Antitoxin ParD	parD BQ2027_MB1995C
GKGINBJK_00047	P9WIJ7	Antitoxin ParD1	parD1 Rv1960c MTCY09F9.04
GKGINBJK_00047	P9WIJ6	Antitoxin ParD1	parD1 MT2009
GKGINBJK_00049	P11907	Uncharacterized 11.1 kDa protein (ORF 1)	
GKGINBJK_00050	Q9AA09	Toxin RelE1	relE1 CC_0802
GKGINBJK_00051	P55533	Uncharacterized protein y4kO	NGR_a02810 y4kO
GKGINBJK_00052	P77732	Uncharacterized HTH-type transcriptional regulator RhmR	rhmR yfaX b2248 JW2242
GKGINBJK_00052	P39360	Uncharacterized HTH-type transcriptional regulator YjhI	yjhI b4299 JW4261
GKGINBJK_00052	P77300	HTH-type transcriptional regulator XynR (Regulator of xylonate catabolism)	xynR yagI b0272 JW0265
GKGINBJK_00052	P76268	HTH-type transcriptional regulator KdgR	kdgR yebP b1827 JW1816
GKGINBJK_00052	P37728	HTH-type transcriptional regulator KdgR (Pectin degradation repressor protein KdgR)	kdgR
GKGINBJK_00052	P42968	HTH-type transcriptional regulator KipR (Kip operon repressor protein)	kipR ycsO BSU04100
GKGINBJK_00052	D4GP42	HTH-type transcriptional regulator XacR (Pentose-specific regulator XacR)	xacR HVO_B0040
GKGINBJK_00052	P16528	Transcriptional repressor IclR (Acetate operon repressor)	iclR b4018 JW3978
GKGINBJK_00052	A1B8Z4	HTH-type transcriptional regulator BhcR (Bhc regulatory protein)	bhcR Pden_3922
GKGINBJK_00052	P17430	Acetate operon repressor	iclR STM4187
GKGINBJK_00053	P0A714	2-keto-3-deoxygluconate permease (KDG permease)	kdgT SF3986 S3762
GKGINBJK_00053	P0A712	2-keto-3-deoxygluconate permease (KDG permease) (3-deoxy-2-oxo-D-gluconate-transport system)	kdgT b3909 JW5560
GKGINBJK_00053	B1IVG9	2-keto-3-deoxygluconate permease (KDG permease)	kdgT EcolC_4108
GKGINBJK_00053	P0A713	2-keto-3-deoxygluconate permease (KDG permease)	kdgT c4861
GKGINBJK_00053	Q0TAF4	2-keto-3-deoxygluconate permease (KDG permease)	kdgT ECP_4119
GKGINBJK_00053	A8A714	2-keto-3-deoxygluconate permease (KDG permease)	kdgT EcHS_A4140
GKGINBJK_00053	B1XB76	2-keto-3-deoxygluconate permease (KDG permease)	kdgT ECDH10B_4099
GKGINBJK_00053	C5A077	2-keto-3-deoxygluconate permease (KDG permease)	kdgT BWG_3579
GKGINBJK_00053	B7M6W1	2-keto-3-deoxygluconate permease (KDG permease)	kdgT ECIAI1_4115
GKGINBJK_00053	B7MI42	2-keto-3-deoxygluconate permease (KDG permease)	kdgT ECS88_4359
GKGINBJK_00054	P40431	RutC family protein in vnfA 5'region (ORF1)	
GKGINBJK_00054	A0A1J1DL12	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Allergen Der f 34) (Enamine/imine deaminase) (allergen Der f 34.0101)	MAG133
GKGINBJK_00054	O58584	RutC family protein PH0854	PH0854 PHAL028
GKGINBJK_00054	Q9UZA3	RutC family protein PYRAB12510	PYRAB12510 PAB0825
GKGINBJK_00054	Q8U308	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Enamine/imine deaminase)	ridA PF0668
GKGINBJK_00054	Q973T6	RutC family protein STK_08110	STK_08110
GKGINBJK_00054	Q97U19	RutC family protein SSO3206	SSO3206
GKGINBJK_00054	P52760	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Heat-responsive protein 12) (Reactive intermediate imine deaminase A homolog) (Translation inhibitor L-PSP ribonuclease)	Rida Hrp12
GKGINBJK_00054	P52759	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Liver perchloric acid-soluble protein) (L-PSP) (Reactive intermediate imine deaminase A homolog) (Translation inhibitor L-PSP ribonuclease) (UK114 antigen homolog) (rp14.5)	Rida Psp1
GKGINBJK_00054	P52758	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (14.5 kDa translational inhibitor protein) (hp14.5) (p14.5) (Heat-responsive protein 12) (Reactive intermediate imine deaminase A homolog) (Translation inhibitor L-PSP ribonuclease) (UK114 antigen homolog)	RIDA HRSP12
GKGINBJK_00055	P39359	Probable 2-dehydro-3-deoxy-D-pentonate aldolase YjhH (EC 4.1.2.28)	yjhH b4298 JW5775
GKGINBJK_00055	P75682	Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE (KDG aldolase YagE) (EC 4.1.2.51) (Putative 2-dehydro-3-deoxy-D-pentonate aldolase YagE) (EC 4.1.2.28)	yagE b0268 JW0261
GKGINBJK_00055	O58577	Uncharacterized DapA-like lyase PH0847 (EC 4.-.-.-)	dapAL PH0847
GKGINBJK_00055	B6YU51	Uncharacterized DapA-like lyase TON_0506 (EC 4.-.-.-)	dapAL TON_0506
GKGINBJK_00055	Q5JGK8	Uncharacterized DapA-like lyase TK1237 (EC 4.-.-.-)	dapAL TK1237
GKGINBJK_00055	Q9UZ94	Uncharacterized DapA-like lyase PYRAB12600 (EC 4.-.-.-)	dapAL dapA PYRAB12600 PAB0832
GKGINBJK_00055	A1S0T1	Uncharacterized DapA-like lyase Tpen_1666 (EC 4.-.-.-)	dapAL Tpen_1666
GKGINBJK_00055	Q8U319	Uncharacterized DapA-like lyase PF0657 (EC 4.-.-.-)	dapAL PF0657
GKGINBJK_00055	C6BSH4	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA Desal_1588
GKGINBJK_00055	Q310Q2	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA Dde_1797
GKGINBJK_00056	P27250	Aldehyde reductase Ahr (EC 1.1.1.2) (Zinc-dependent alcohol dehydrogenase Ahr)	ahr yjgB b4269 JW5761
GKGINBJK_00056	P74721	Aldehyde reductase AdhA (EC 1.1.1.2) (Alcohol dehydrogenase AdhA)	adhA slr1192
GKGINBJK_00056	Q0JA75	Cinnamyl alcohol dehydrogenase 7 (OsCAD7) (EC 1.1.1.195) (Protein FLEXIBLE CULM 1)	CAD7 FC1 Os04g0612700 LOC_Os04g52280 OSJNBa0070C17.13
GKGINBJK_00056	Q6V4H0	8-hydroxygeraniol dehydrogenase (Cr10HGO) (EC 1.1.1.324)	10HGO
GKGINBJK_00056	P42327	Alcohol dehydrogenase (ADH) (EC 1.1.1.1)	adh
GKGINBJK_00056	Q9SJ25	Cinnamyl alcohol dehydrogenase 2 (AtCAD2) (EC 1.1.1.195)	CAD2 CAD7 CADE LCAD-E At2g21730 F7D8.5
GKGINBJK_00056	P93257	Probable mannitol dehydrogenase (EC 1.1.1.255) (NAD-dependent mannitol dehydrogenase)	ELI3
GKGINBJK_00056	Q9SJ10	Cinnamyl alcohol dehydrogenase 3 (AtCAD3) (EC 1.1.1.195)	CAD3 CAD8 CADF LCAD-F At2g21890 F7D8.21
GKGINBJK_00056	Q2KNL6	Geraniol dehydrogenase 1 (ObaGEDH1) (EC 1.1.1.183)	GEDH1
GKGINBJK_00056	Q43137	Probable mannitol dehydrogenase 1 (EC 1.1.1.255) (NAD-dependent mannitol dehydrogenase 1)	CAD1
GKGINBJK_00057	O32155	Probable ABC transporter permease protein YurN	yurN BSU32590
GKGINBJK_00057	Q1CNC8	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA YPN_0169 YP516_0134
GKGINBJK_00057	Q7CKV6	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA YPO3795 y0435 YP_3254
GKGINBJK_00057	Q1CBH4	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA YPA_0229
GKGINBJK_00057	A1JID8	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA YE0242
GKGINBJK_00057	Q66FU6	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA YPTB0239
GKGINBJK_00057	P10905	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA b3452 JW3417
GKGINBJK_00057	Q83PU6	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA SF3470 S4293
GKGINBJK_00057	Q0SZM0	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA SFV_3455
GKGINBJK_00057	Q8FCQ0	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA c4241
GKGINBJK_00058	Q9KEE9	Arabinooligosaccharides transport system permease protein AraQ	araQ BH0903
GKGINBJK_00058	O32154	Probable ABC transporter permease protein YurM	yurM BSU32580
GKGINBJK_00058	O31520	Probable ABC transporter permease protein YesQ	yesQ BSU06990
GKGINBJK_00058	P29824	Lactose transport system permease protein LacG	lacG
GKGINBJK_00058	P94530	Arabinooligosaccharides transport system permease protein AraQ	araQ yseE BSU28730
GKGINBJK_00058	O50501	Diacetylchitobiose uptake system permease protein NgcG	ngcG SCO6007
GKGINBJK_00058	P37729	Probable starch degradation products transport system permease protein AmyC	amyC
GKGINBJK_00058	Q8Z246	sn-glycerol-3-phosphate transport system permease protein UgpE	ugpE STY4256 t3966
GKGINBJK_00058	O07011	Galactooligosaccharides transport system permease protein GanQ	ganQ yvfM BSU34140
GKGINBJK_00058	Q0SZM1	sn-glycerol-3-phosphate transport system permease protein UgpE	ugpE SFV_3454
GKGINBJK_00059	Q6XBH1	Glycerophosphodiester phosphodiesterase GpdQ (GDPD) (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46) (Glycerophosphodiesterase) (Glycerophosphorylethanolamine phosphodiesterase) (GPE phosphodiesterase)	gpdQ ph
GKGINBJK_00059	E3GCF1	Glycerophosphodiester phosphodiesterase GpdQ (GDPD) (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46) (Glycerophosphodiesterase) (Glycerophosphorylethanolamine phosphodiesterase) (GPE phosphodiesterase)	gpdQ Entcl_3882
GKGINBJK_00059	D5V0N9	Probable glycerophosphodiester phosphodiesterase GpdQ (GDPD) (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46) (Glycerophosphodiesterase) (Glycerophosphorylethanolamine phosphodiesterase) (GPE phosphodiesterase)	gpdQ Arnit_2199
GKGINBJK_00059	Q93GX3	Probable glycerophosphodiester phosphodiesterase GpdQ (GDPD) (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46) (Glycerophosphodiesterase) (Glycerophosphorylethanolamine phosphodiesterase) (GPE phosphodiesterase)	gpdQ cpdA SAV_1247
GKGINBJK_00059	Q8YLG0	3',5'-cyclic-nucleotide phosphodiesterase alr5338 (EC 3.1.4.17)	alr5338
GKGINBJK_00059	P9WP65	cAMP/cGMP dual specificity phosphodiesterase Rv0805 (EC 3.1.4.16) (EC 3.1.4.17) (2',3'-cyclic-nucleotide phosphodiesterase) (3',5'-cyclic-nucleotide phosphodiesterase) (Cyclic nucleotide phosphodiesterase)	Rv0805
GKGINBJK_00059	P9WP64	cAMP/cGMP dual specificity phosphodiesterase MT0825 (EC 3.1.4.16) (EC 3.1.4.17) (2',3'-cyclic-nucleotide phosphodiesterase) (3',5'-cyclic-nucleotide phosphodiesterase)	icc MT0825
GKGINBJK_00059	Q6NDI4	Probable cyclic nucleotide phosphodiesterase RPA0124 (EC 3.1.4.-)	RPA0124
GKGINBJK_00059	D4P095	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3',5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC 3.1.4.53)	cpdA
GKGINBJK_00059	C1A2D8	Probable cyclic nucleotide phosphodiesterase RER_40650 (EC 3.1.4.-)	RER_40650
GKGINBJK_00060	A1JIE0	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC YE0244
GKGINBJK_00060	P10907	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC b3450 JW3415
GKGINBJK_00060	Q31VH5	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC SBO_3446
GKGINBJK_00060	Q3YW77	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC SSON_3688
GKGINBJK_00060	Q9L0Q1	Diacetylchitobiose uptake system ATP-binding protein MsiK (EC 7.5.2.-)	msiK SCO4240
GKGINBJK_00060	Q66FU4	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC YPTB0241
GKGINBJK_00060	Q1CNC6	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC YPN_0171 YP516_0136
GKGINBJK_00060	Q74R28	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC YPO3793 y0437 YP_3256
GKGINBJK_00060	Q1CBH2	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC YPA_0231
GKGINBJK_00060	Q8X6U5	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC Z4818 ECs4296
GKGINBJK_00061	Q66FU7	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YPTB0238
GKGINBJK_00061	Q1CNC9	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YPN_0168 YP516_0133
GKGINBJK_00061	Q7CKV7	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YPO3796 y0434 YP_3253
